no.,x,ext1,ext2,,,
1818,SHIGELLA,SONNEI,,,,
1819,SHIGELLA,SP,,,,
1820,SLACKIA,EXIGUA,,,,
1821,SMALL,ROUND,VIRUS,,,
1822,SNEATHIA,SANGUINEGENS,,,,
1823,SOLOBACTERIUM,MOOREI,,,,
1824,SPHINGOBACTERIUM,MIZUTAII,,,,
1825,SPHINGOBACTERIUM,MULTIVORUM,,,,
1826,SPHINGOBACTERIUM,SP,,,,
1827,SPHINGOBACTERIUM,SPIRITIVORUM,,,,
1828,SPHINGOBACTERIUM,THALPOPHILUM,,,,
1829,SPHINGOMONAS,SP,,,,
1830,SPOROTHRIX,SCHENCKII,,,,
1831,SPOROTHRIX,SP,,,,
1832,SPOROTRICHUM,SP,,,,
1833,STAPHYLOCOCCUS,AUREUS,,,,
1834,STAPHYLOCOCCUS,AURICULARIS,,,,
1835,STAPHYLOCOCCUS,CAPITIS,,,,
1836,STAPHYLOCOCCUS,CAPRAE,,,,
1837,STAPHYLOCOCCUS,COAGULASE,NEGATIVE,,,
1838,STAPHYLOCOCCUS,COHNII,,,,
1839,STAPHYLOCOCCUS,EPIDERMIDIS,,,,
1840,STAPHYLOCOCCUS,HAEMOLYTICUS,,,,
1841,STAPHYLOCOCCUS,HOMINIS,,,,
1842,STAPHYLOCOCCUS,LUGDUNENSIS,,,,
1843,STAPHYLOCOCCUS,OTHER,NAMED,,,
1844,STAPHYLOCOCCUS,PASTEURI,,,,
1845,STAPHYLOCOCCUS,PETTENKOFERI,,,,
1846,STAPHYLOCOCCUS,SACCHAROLYTICUS,,,,
1847,STAPHYLOCOCCUS,SAPROPHYTICUS,,,,
1848,STAPHYLOCOCCUS,SCHLEIFERI,,,,
1849,STAPHYLOCOCCUS,SCIURI,,,,
1850,STAPHYLOCOCCUS,SIMULANS,,,,
1851,STAPHYLOCOCCUS,SP,,,,
1852,STAPHYLOCOCCUS,WARNERI,,,,
1853,STAPHYLOCOCCUS,XYLOSUS,,,,
1854,STENOTROPHOMONAS,MALTOPHILIA,,,,
1855,STENOTROPHOMONAS,SP,,,,
1856,STOMATOCOCCUS,MUCILAGINOSUS,,,,
1857,STOMATOCOCCUS,SP,,,,
1858,STREPTOBACILLUS,MONILIFORMIS,,,,
1859,STREPTOBACILLUS,SP,,,,
1860,STREPTOCOCCUS,ALPHA,HAEMOLYTIC,(STREPTOCOCCUS,VIRIDANS),
1861,STREPTOCOCCUS,ANAEROBIC,,,,
1862,STREPTOCOCCUS,ANGINOSUS,(GROUP,A),,
1863,STREPTOCOCCUS,ANGINOSUS,(GROUP,C),,
1864,STREPTOCOCCUS,ANGINOSUS,(GROUP,F),,
1865,STREPTOCOCCUS,ANGINOSUS,(GROUP,G),,
1866,STREPTOCOCCUS,ANGINOSUS,(UNGROUPABLE),,,
1867,STREPTOCOCCUS,ANGINOSUS,(UNGROUPED),,,
1868,STREPTOCOCCUS,BETA,HAEMOLYTIC,NOT,FURTHER,SPECIFIED
1869,STREPTOCOCCUS,BOVIS,BIOTYPE,II,,
1870,STREPTOCOCCUS,ACIDOMINIMUS,,,,
1871,STREPTOCOCCUS,ALACTOLYTICUS,,,,
1872,STREPTOCOCCUS,SANGUINIS,1,OR,I,
1873,STREPTOCOCCUS,SANGUINIS,2,OR,II,
1874,STREPTOCOCCUS,SANGUINIS,GROUP,,,
1875,STREPTOCOCCUS,SOBRINUS,,,,
1876,STREPTOCOCCUS,SP,,,,
1877,STREPTOCOCCUS,SUIS,TYPE,1,(GROUP,S)
1878,STREPTOCOCCUS,SUIS,TYPE,2,(GROUP,R)
1879,STREPTOCOCCUS,SUIS,UNTYPED,,,
1880,STREPTOCOCCUS,THERMOPHILUS,,,,
1881,STREPTOCOCCUS,UBERIS,,,,
1882,STREPTOCOCCUS,VESTIBULARIS,,,,
1883,STREPTOCOCCUS,ZOOEPIDEMICUS,,,,
1884,STREPTOCOCCUS,BOVIS,UNTYPED,,,
1885,STREPTOCOCCUS,CONSTELLATUS,(GROUP,A),,
1886,STREPTOCOCCUS,CONSTELLATUS,(GROUP,C),,
1887,STREPTOCOCCUS,CONSTELLATUS,(GROUP,F),,
1888,STREPTOCOCCUS,CONSTELLATUS,(UNGROUPABLE),,,
1889,STREPTOCOCCUS,CONSTELLATUS,(UNGROUPED),,,
1890,STREPTOCOCCUS,DYSGALACTIAE,,,,
1891,STREPTOCOCCUS,DYSGALACTIAE,VAR,EQUISIMILIS,,
1892,STREPTOCOCCUS,EQUI,,,,
1893,STREPTOCOCCUS,EQUINUS,,,,
1894,STREPTOCOCCUS,EQUISIMILIS,,,,
1895,STREPTOCOCCUS,GALLOLYTICUS,(STREPTOCOCCUS,BOVIS,BIOTYPE,I)
1896,STREPTOCOCCUS,GORDONII,,,,
1897,STREPTOCOCCUS,GROUP,A,(STREPTOCOCCUS,PYOGENES),
1898,STREPTOCOCCUS,GROUP,B,(STREPTOCOCCUS,AGALCTIAE),
1899,STREPTOCOCCUS,GROUP,C,,,
1900,STREPTOCOCCUS,GROUP,D,,,
1901,STREPTOCOCCUS,GROUP,F,,,
1902,STREPTOCOCCUS,GROUP,G,(STREPTOCOCCUS,CANIS),
1903,STREPTOCOCCUS,INFANTARIUS,SP,NOV,,
1904,STREPTOCOCCUS,INTERMEDIUS,,,,
1905,STREPTOCOCCUS,MILLERI,GROUP,,,
1906,STREPTOCOCCUS,MITIOR,,,,
1907,STREPTOCOCCUS,MITIS,1,OR,I,
1908,STREPTOCOCCUS,MITIS,2,OR,II,
1909,STREPTOCOCCUS,MITIS,GROUP,,,
1910,STREPTOCOCCUS,MUTANS,,,,
1911,STREPTOCOCCUS,NON-HAEMOLYTIC,,,,
1912,STREPTOCOCCUS,ORALIS,,,,
1913,STREPTOCOCCUS,OTHER,GROUP,(NOT,"A-D,F,G)",
1914,STREPTOCOCCUS,OTHER,NAMED,,,
1915,STREPTOCOCCUS,OVIS,,,,
1916,STREPTOCOCCUS,PARASANGUINIS,,,,
1917,STREPTOCOCCUS,PNEUMONIAE,,,,
1918,STREPTOCOCCUS,SACCHAROLYTICUS,,,,
1919,STREPTOCOCCUS,SALIVARIUS,,,,
1920,STREPTOMYCES,OTHER,,,,
1921,STREPTOMYCES,SP,,,,
1922,STRONGYLOIDES,SP,,,,
1923,STRONGYLOIDES,STERCORALIS,,,,
1924,SUTTONELLA,INDOLOGENES,,,,
1925,TAENIA,OTHER,NAMED,,,
1926,TAENIA,SAGINATA,,,,
1927,TAENIA,SOLIUM,,,,
1928,TAENIA,SP,,,,
1929,TETANUS,CLINICAL,WITH,NO,ORGANISM,
1930,AMBLYOMMA,SP,,,,
1931,HARD,TICK,,,,
1932,IXODES,ACUMINATUS,,,,
1933,IXODES,HEXAGONOUS,,,,
1934,IXODES,RICINUS,,,,
1935,IXODES,SP,,,,
1936,TOXOCARA,CANIS,,,,
1937,TOXOCARA,CATI,,,,
1938,TOXOCARA,OTHER,NAMED,,,
1939,TOXOCARA,SP,,,,
1940,TOXOPLASMA,GONDII,,,,
1941,TOXOPLASMA,SP,,,,
1942,TREMATODES,OTHER,NAMED,,,
1943,TREMATODES,SP,,,,
1944,TREPONEMA,OTHER,NAMED,,,
1945,TREPONEMA,PALLIDUM,,,,
1946,TREPONEMA,SP,,,,
1947,TRICHINELLA,SP,,,,
1948,TRICHINELLA,SPIRALIS,,,,
1949,TRICHODERMA,SP,,,,
1950,TRICHOMONAS,VAGINALIS,,,,
1951,TRICHOMONAS,HOMINIS,,,,
1952,TRICHOMONAS,SP,,,,
1953,TRICHOPHYTON,EQUINUM,,,,
1954,TRICHOPHYTON,ERINACEI,,,,
1955,TRICHOPHYTON,MEGNINII,,,,
1956,TRICHOPHYTON,MENTAGROPHYTES,,,,
1957,TRICHOPHYTON,OTHER,NAMED,,,
1958,TRICHOPHYTON,RUBRUM,,,,
1959,TRICHOPHYTON,SCHOENLEINII,,,,
1960,TRICHOPHYTON,SIMII,,,,
1961,TRICHOPHYTON,SOUDANENSE,,,,
1962,TRICHOPHYTON,SP,,,,
1963,TRICHOPHYTON,TERRESTRE,,,,
1964,TRICHOPHYTON,TONSURANS,,,,
1965,TRICHOPHYTON,VERRUCOSUM,,,,
1966,TRICHOPHYTON,VIOLACEUM,,,,
1967,TRICHOSPORON,BEIGELII,,,,
1968,TRICHOSPORON,OTHER,NAMED,,,
1969,TRICHOSPORON,SP,,,,
1970,TRICHOSTRONGYLUS,SP,,,,
1971,TRICHURIS,SP,,,,
1972,TRICHURIS,TRICHIURA,,,,
1973,TROPHERYMA,SP,,,,
1974,TROPHERYMA,WHIPPELII,,,,
1975,TRUEPERELLA,(ACTINOMYCES),PYOGENES,,,
1976,TRUEPERELLA,BERNARDIAE,,,,
1977,TRYPANOSOMA,CRUZI,,,,
1978,TRYPANOSOMA,OTHER,NAMED,,,
1979,TRYPANOSOMA,SP,,,,
1980,ULOCLADIUM,SP,,,,
1981,UREAPLASMA,,,,,
1982,VACCINIA,VIRUS,,,,
1983,VAGOCOCCUS,FLUVIALIS,,,,
1984,VAHLKAMPFIA,SP,,,,
1985,VEILLONELLA,SP,,,,
1986,VEILLONELLA,NAMED,,,,
1987,VERTICILLIUM,SP,,,,
1988,VIBRIO,ALGINOLYTICUS,,,,
1989,VIBRIO,CHOLERAE,,,,
1990,VIBRIO,FLUVIALIS,,,,
1991,VIBRIO,HOLLISAE,,,,
1992,VIBRIO,METSCHNIKOVII,,,,
1993,VIBRIO,MIMICUS,,,,
1994,VIBRIO,OTHER,NAMED,,,
1995,VIBRIO,PARAHAEMOLYTICUS,,,,
1996,VIBRIO,SP,,,,
1997,VIBRIO,VULNIFICUS,,,,
1998,WEEKSELLA,SP,,,,
1999,WEEKSELLA,VIROSA,,,,
2000,WEISSELLA,SP,,,,
2001,WOLINELLA,SP,,,,
2002,YERSINIA,ENTEROCOLITICA,,,,
2003,YERSINIA,FREDERIKSENII,,,,
2004,YERSINIA,INTERMEDIA,,,,
2005,YERSINIA,KRISTENSENII,,,,
2006,YERSINIA,MOLLARETII,,,,
2007,YERSINIA,OTHER,NAMED,,,
2008,YERSINIA,PESTIS,,,,
2009,YERSINIA,PSEUDOTUBERCULOSIS,,,,
2010,YERSINIA,ROHDEI,,,,
2011,YERSINIA,RUCKERI,,,,
2012,YERSINIA,SP,,,,
2013,YERSINIA,ALDOVAE,,,,
2014,YERSINIA,BERCOVIERI,,,,
